Date,State,TotalSamples,Negative,Positive
17-04-2020,Andaman and Nicobar Islands,1403,1210,12
24-04-2020,Andaman and Nicobar Islands,2679,Null,27
27-04-2020,Andaman and Nicobar Islands,2848,Null,33
01-05-2020,Andaman and Nicobar Islands,3754,Null,33
16-05-2020,Andaman and Nicobar Islands,6677,Null,33
19-05-2020,Andaman and Nicobar Islands,6965,Null,33
20-05-2020,Andaman and Nicobar Islands,7082,Null,33
21-05-2020,Andaman and Nicobar Islands,7167,Null,33
22-05-2020,Andaman and Nicobar Islands,7263,Null,33
23-05-2020,Andaman and Nicobar Islands,7327,Null,33
24-05-2020,Andaman and Nicobar Islands,7327,Null,33
25-05-2020,Andaman and Nicobar Islands,7363,Null,33
26-05-2020,Andaman and Nicobar Islands,7448,Null,33
27-05-2020,Andaman and Nicobar Islands,7499,Null,33
28-05-2020,Andaman and Nicobar Islands,7519,Null,33
29-05-2020,Andaman and Nicobar Islands,7567,Null,33
30-05-2020,Andaman and Nicobar Islands,7567,Null,33
31-05-2020,Andaman and Nicobar Islands,7706,Null,33
01-06-2020,Andaman and Nicobar Islands,7805,Null,33
02-06-2020,Andaman and Nicobar Islands,8086,Null,33
03-06-2020,Andaman and Nicobar Islands,8295,Null,33
04-06-2020,Andaman and Nicobar Islands,8413,Null,33
05-06-2020,Andaman and Nicobar Islands,8694,Null,33
06-06-2020,Andaman and Nicobar Islands,9037,Null,33
07-06-2020,Andaman and Nicobar Islands,9242,Null,33
08-06-2020,Andaman and Nicobar Islands,9341,Null,33
09-06-2020,Andaman and Nicobar Islands,9859,Null,33
10-06-2020,Andaman and Nicobar Islands,10010,Null,35
11-06-2020,Andaman and Nicobar Islands,10226,Null,38
12-06-2020,Andaman and Nicobar Islands,10697,Null,38
13-06-2020,Andaman and Nicobar Islands,10955,Null,38
14-06-2020,Andaman and Nicobar Islands,11356,Null,38
15-06-2020,Andaman and Nicobar Islands,11518,Null,41
16-06-2020,Andaman and Nicobar Islands,11809,Null,44
17-06-2020,Andaman and Nicobar Islands,12239,Null,44
18-06-2020,Andaman and Nicobar Islands,12622,Null,45
19-06-2020,Andaman and Nicobar Islands,12930,Null,47
20-06-2020,Andaman and Nicobar Islands,13320,Null,47
21-06-2020,Andaman and Nicobar Islands,13434,Null,48
22-06-2020,Andaman and Nicobar Islands,13511,Null,48
23-06-2020,Andaman and Nicobar Islands,13723,Null,50
24-06-2020,Andaman and Nicobar Islands,13994,Null,56
25-06-2020,Andaman and Nicobar Islands,14277,Null,59
26-06-2020,Andaman and Nicobar Islands,14583,Null,72
27-06-2020,Andaman and Nicobar Islands,14851,Null,73
28-06-2020,Andaman and Nicobar Islands,15094,Null,83
29-06-2020,Andaman and Nicobar Islands,15410,Null,90
30-06-2020,Andaman and Nicobar Islands,15709,Null,97
01-07-2020,Andaman and Nicobar Islands,15982,Null,100
02-07-2020,Andaman and Nicobar Islands,16278,Null,109
03-07-2020,Andaman and Nicobar Islands,16626,Null,116
04-07-2020,Andaman and Nicobar Islands,16832,Null,119
05-07-2020,Andaman and Nicobar Islands,16909,Null,125
06-07-2020,Andaman and Nicobar Islands,17095,Null,141
07-07-2020,Andaman and Nicobar Islands,17381,Null,147
08-07-2020,Andaman and Nicobar Islands,17643,Null,149
09-07-2020,Andaman and Nicobar Islands,17852,Null,151
10-07-2020,Andaman and Nicobar Islands,18046,Null,156
11-07-2020,Andaman and Nicobar Islands,18315,Null,163
12-07-2020,Andaman and Nicobar Islands,18447,Null,163
13-07-2020,Andaman and Nicobar Islands,18609,Null,166
14-07-2020,Andaman and Nicobar Islands,18884,Null,171
15-07-2020,Andaman and Nicobar Islands,19061,Null,176
16-07-2020,Andaman and Nicobar Islands,19227,Null,180
17-07-2020,Andaman and Nicobar Islands,19421,Null,194
18-07-2020,Andaman and Nicobar Islands,19671,Null,198
19-07-2020,Andaman and Nicobar Islands,19904,Null,203
20-07-2020,Andaman and Nicobar Islands,20301,Null,207
21-07-2020,Andaman and Nicobar Islands,20642,Null,212
22-07-2020,Andaman and Nicobar Islands,21043,Null,221
23-07-2020,Andaman and Nicobar Islands,21310,Null,240
24-07-2020,Andaman and Nicobar Islands,21743,Null,259
25-07-2020,Andaman and Nicobar Islands,21965,Null,290
26-07-2020,Andaman and Nicobar Islands,22049,Null,324
27-07-2020,Andaman and Nicobar Islands,22548,Null,338
28-07-2020,Andaman and Nicobar Islands,22925,Null,363
29-07-2020,Andaman and Nicobar Islands,23217,Null,428
30-07-2020,Andaman and Nicobar Islands,23615,Null,471
31-07-2020,Andaman and Nicobar Islands,24038,Null,548
01-08-2020,Andaman and Nicobar Islands,24308,Null,636
02-08-2020,Andaman and Nicobar Islands,24580,Null,734
03-08-2020,Andaman and Nicobar Islands,25034,Null,830
04-08-2020,Andaman and Nicobar Islands,25492,Null,928
05-08-2020,Andaman and Nicobar Islands,25826,Null,1027
06-08-2020,Andaman and Nicobar Islands,26516,Null,1123
07-08-2020,Andaman and Nicobar Islands,26915,Null,1222
08-08-2020,Andaman and Nicobar Islands,27073,Null,1351
09-08-2020,Andaman and Nicobar Islands,27103,Null,1490
10-08-2020,Andaman and Nicobar Islands,27346,Null,1625
11-08-2020,Andaman and Nicobar Islands,27455,Null,1764
12-08-2020,Andaman and Nicobar Islands,27744,Null,1900
13-08-2020,Andaman and Nicobar Islands,27973,Null,2037
14-08-2020,Andaman and Nicobar Islands,28129,Null,2186
15-08-2020,Andaman and Nicobar Islands,28209,Null,2306
16-08-2020,Andaman and Nicobar Islands,28229,Null,2399
17-08-2020,Andaman and Nicobar Islands,28672,Null,2445
18-08-2020,Andaman and Nicobar Islands,28937,Null,2529
19-08-2020,Andaman and Nicobar Islands,29303,Null,2604
20-08-2020,Andaman and Nicobar Islands,29487,Null,2680
21-08-2020,Andaman and Nicobar Islands,29573,Null,2747
22-08-2020,Andaman and Nicobar Islands,29888,Null,2808
23-08-2020,Andaman and Nicobar Islands,30278,Null,2860
24-08-2020,Andaman and Nicobar Islands,30513,Null,2904
25-08-2020,Andaman and Nicobar Islands,31082,Null,2945
26-08-2020,Andaman and Nicobar Islands,31646,Null,2985
27-08-2020,Andaman and Nicobar Islands,31830,Null,3018
28-08-2020,Andaman and Nicobar Islands,32100,Null,3050
29-08-2020,Andaman and Nicobar Islands,32407,Null,3081
30-08-2020,Andaman and Nicobar Islands,32674,Null,3104
31-08-2020,Andaman and Nicobar Islands,33485,Null,3132
01-09-2020,Andaman and Nicobar Islands,35104,Null,3160
02-09-2020,Andaman and Nicobar Islands,36136,Null,Null
03-09-2020,Andaman and Nicobar Islands,37075,Null,3223
04-09-2020,Andaman and Nicobar Islands,37825,Null,3257
05-09-2020,Andaman and Nicobar Islands,38574,Null,3292
06-09-2020,Andaman and Nicobar Islands,39205,Null,3332
07-09-2020,Andaman and Nicobar Islands,39995,Null,3359
08-09-2020,Andaman and Nicobar Islands,41039,Null,3392
09-09-2020,Andaman and Nicobar Islands,41776,Null,3426
10-09-2020,Andaman and Nicobar Islands,42792,Null,3465
11-09-2020,Andaman and Nicobar Islands,43680,Null,3494
12-09-2020,Andaman and Nicobar Islands,44570,Null,3521
13-09-2020,Andaman and Nicobar Islands,45279,Null,3546
14-09-2020,Andaman and Nicobar Islands,45987,Null,3557
15-09-2020,Andaman and Nicobar Islands,46823,Null,3574
16-09-2020,Andaman and Nicobar Islands,47794,Null,3593
17-09-2020,Andaman and Nicobar Islands,48861,Null,3604
18-09-2020,Andaman and Nicobar Islands,50035,Null,3631
19-09-2020,Andaman and Nicobar Islands,50681,Null,3644
20-09-2020,Andaman and Nicobar Islands,51262,Null,3651
21-09-2020,Andaman and Nicobar Islands,52220,Null,3673
22-09-2020,Andaman and Nicobar Islands,52845,Null,3691
23-09-2020,Andaman and Nicobar Islands,53591,Null,3712
24-09-2020,Andaman and Nicobar Islands,52992,Null,3744
25-09-2020,Andaman and Nicobar Islands,55169,Null,3759
26-09-2020,Andaman and Nicobar Islands,56059,Null,3774
27-09-2020,Andaman and Nicobar Islands,56661,Null,3794
28-09-2020,Andaman and Nicobar Islands,57343,Null,3803
29-09-2020,Andaman and Nicobar Islands,58135,Null,3821
30-09-2020,Andaman and Nicobar Islands,58763,Null,3835
01-10-2020,Andaman and Nicobar Islands,59676,Null,3848
02-10-2020,Andaman and Nicobar Islands,60437,Null,3858
03-10-2020,Andaman and Nicobar Islands,61231,Null,3868
04-10-2020,Andaman and Nicobar Islands,62103,Null,3884
05-10-2020,Andaman and Nicobar Islands,63009,Null,3899
06-10-2020,Andaman and Nicobar Islands,63790,Null,3912
07-10-2020,Andaman and Nicobar Islands,65111,Null,3935
08-10-2020,Andaman and Nicobar Islands,66244,Null,3952
09-10-2020,Andaman and Nicobar Islands,67332,Null,3976
10-10-2020,Andaman and Nicobar Islands,68464,Null,3992
11-10-2020,Andaman and Nicobar Islands,69146,Null,4005
12-10-2020,Andaman and Nicobar Islands,69932,Null,4023
13-10-2020,Andaman and Nicobar Islands,70780,Null,4036
14-10-2020,Andaman and Nicobar Islands,71624,Null,4046
15-10-2020,Andaman and Nicobar Islands,72525,Null,4062
16-10-2020,Andaman and Nicobar Islands,73363,Null,4072
17-10-2020,Andaman and Nicobar Islands,74277,Null,4083
18-10-2020,Andaman and Nicobar Islands,75030,Null,4108
19-10-2020,Andaman and Nicobar Islands,75977,Null,4126
20-10-2020,Andaman and Nicobar Islands,77200,Null,4141
21-10-2020,Andaman and Nicobar Islands,78303,Null,4168
22-10-2020,Andaman and Nicobar Islands,79301,Null,4184
23-10-2020,Andaman and Nicobar Islands,80768,Null,4207
24-10-2020,Andaman and Nicobar Islands,81880,Null,4225
25-10-2020,Andaman and Nicobar Islands,82626,Null,4245
26-10-2020,Andaman and Nicobar Islands,83115,Null,4253
27-10-2020,Andaman and Nicobar Islands,84308,Null,4274
28-10-2020,Andaman and Nicobar Islands,85378,Null,4289
29-10-2020,Andaman and Nicobar Islands,86715,Null,4305
30-10-2020,Andaman and Nicobar Islands,87789,Null,4317
31-10-2020,Andaman and Nicobar Islands,88453,Null,4332
01-11-2020,Andaman and Nicobar Islands,89559,Null,4340
02-11-2020,Andaman and Nicobar Islands,90901,Null,4352
03-11-2020,Andaman and Nicobar Islands,92249,Null,4372
04-11-2020,Andaman and Nicobar Islands,93406,Null,4389
05-11-2020,Andaman and Nicobar Islands,94639,Null,4403
06-11-2020,Andaman and Nicobar Islands,96214,Null,4420
07-11-2020,Andaman and Nicobar Islands,97603,Null,4441
08-11-2020,Andaman and Nicobar Islands,98812,Null,4450
09-11-2020,Andaman and Nicobar Islands,100025,Null,4463
10-11-2020,Andaman and Nicobar Islands,101226,Null,4477
11-11-2020,Andaman and Nicobar Islands,102433,Null,4494
12-11-2020,Andaman and Nicobar Islands,103599,Null,4507
13-11-2020,Andaman and Nicobar Islands,104785,Null,4518
14-11-2020,Andaman and Nicobar Islands,105699,Null,4527
15-11-2020,Andaman and Nicobar Islands,106734,Null,4536
16-11-2020,Andaman and Nicobar Islands,108080,Null,4557
17-11-2020,Andaman and Nicobar Islands,109646,Null,4574
18-11-2020,Andaman and Nicobar Islands,111166,Null,4593
19-11-2020,Andaman and Nicobar Islands,112792,Null,4604
20-11-2020,Andaman and Nicobar Islands,114392,Null,4617
21-11-2020,Andaman and Nicobar Islands,115968,Null,4631
22-11-2020,Andaman and Nicobar Islands,117093,Null,4641
23-11-2020,Andaman and Nicobar Islands,118654,Null,4656
24-11-2020,Andaman and Nicobar Islands,120324,Null,4667
25-11-2020,Andaman and Nicobar Islands,121931,Null,4677
26-11-2020,Andaman and Nicobar Islands,123165,Null,4682
27-11-2020,Andaman and Nicobar Islands,124832,Null,4689
28-11-2020,Andaman and Nicobar Islands,126331,Null,4698
29-11-2020,Andaman and Nicobar Islands,127912,Null,4704
30-11-2020,Andaman and Nicobar Islands,129389,Null,4710
01-12-2020,Andaman and Nicobar Islands,131080,Null,4718
02-12-2020,Andaman and Nicobar Islands,132784,Null,4723
03-12-2020,Andaman and Nicobar Islands,134355,Null,4729
04-12-2020,Andaman and Nicobar Islands,135952,Null,4742
05-12-2020,Andaman and Nicobar Islands,137648,Null,4747
06-12-2020,Andaman and Nicobar Islands,139326,Null,4758
07-12-2020,Andaman and Nicobar Islands,140961,Null,4773
08-12-2020,Andaman and Nicobar Islands,142667,Null,4778
09-12-2020,Andaman and Nicobar Islands,144401,Null,4783
10-12-2020,Andaman and Nicobar Islands,146143,Null,4791
11-12-2020,Andaman and Nicobar Islands,147806,Null,4798
12-12-2020,Andaman and Nicobar Islands,149926,Null,4805
13-12-2020,Andaman and Nicobar Islands,152004,Null,4818
14-12-2020,Andaman and Nicobar Islands,153685,Null,4834
15-12-2020,Andaman and Nicobar Islands,155454,Null,4842
16-12-2020,Andaman and Nicobar Islands,157242,Null,4850
17-12-2020,Andaman and Nicobar Islands,159027,Null,4860
18-12-2020,Andaman and Nicobar Islands,160856,Null,4869
19-12-2020,Andaman and Nicobar Islands,162821,Null,4875
20-12-2020,Andaman and Nicobar Islands,165024,Null,4881
21-12-2020,Andaman and Nicobar Islands,166845,Null,4888
22-12-2020,Andaman and Nicobar Islands,168769,Null,4893
23-12-2020,Andaman and Nicobar Islands,170666,Null,4896
24-12-2020,Andaman and Nicobar Islands,172756,Null,4901
25-12-2020,Andaman and Nicobar Islands,174482,Null,4912
26-12-2020,Andaman and Nicobar Islands,175578,Null,4912
27-12-2020,Andaman and Nicobar Islands,176898,Null,4924
28-12-2020,Andaman and Nicobar Islands,177926,Null,4929
29-12-2020,Andaman and Nicobar Islands,179444,Null,4936
30-12-2020,Andaman and Nicobar Islands,180626,Null,4941
31-12-2020,Andaman and Nicobar Islands,181640,Null,4945
01-01-2021,Andaman and Nicobar Islands,182631,Null,4946
02-01-2021,Andaman and Nicobar Islands,183725,Null,4947
03-01-2021,Andaman and Nicobar Islands,184955,Null,4948
04-01-2021,Andaman and Nicobar Islands,186140,Null,4948
05-01-2021,Andaman and Nicobar Islands,187115,Null,4949
06-01-2021,Andaman and Nicobar Islands,188351,Null,4949
07-01-2021,Andaman and Nicobar Islands,190031,Null,4958
08-01-2021,Andaman and Nicobar Islands,191206,Null,4959
09-01-2021,Andaman and Nicobar Islands,192560,Null,4959
10-01-2021,Andaman and Nicobar Islands,193719,Null,4960
11-01-2021,Andaman and Nicobar Islands,195351,Null,4963
12-01-2021,Andaman and Nicobar Islands,196859,Null,4966
13-01-2021,Andaman and Nicobar Islands,198478,Null,4969
14-01-2021,Andaman and Nicobar Islands,199805,Null,4976
15-01-2021,Andaman and Nicobar Islands,200953,Null,4979
16-01-2021,Andaman and Nicobar Islands,202521,Null,4982
17-01-2021,Andaman and Nicobar Islands,203741,Null,4983
18-01-2021,Andaman and Nicobar Islands,205411,Null,4988
19-01-2021,Andaman and Nicobar Islands,206732,Null,4989
20-01-2021,Andaman and Nicobar Islands,208179,Null,4991
21-01-2021,Andaman and Nicobar Islands,209437,Null,4991
22-01-2021,Andaman and Nicobar Islands,210762,Null,4992
23-01-2021,Andaman and Nicobar Islands,212393,Null,4993
24-01-2021,Andaman and Nicobar Islands,213467,Null,4993
25-01-2021,Andaman and Nicobar Islands,214915,Null,4994
26-01-2021,Andaman and Nicobar Islands,215858,Null,4994
27-01-2021,Andaman and Nicobar Islands,217007,Null,4994
28-01-2021,Andaman and Nicobar Islands,218629,Null,4994
29-01-2021,Andaman and Nicobar Islands,220484,Null,4994
30-01-2021,Andaman and Nicobar Islands,221876,Null,4994
31-01-2021,Andaman and Nicobar Islands,223137,Null,4994
01-02-2021,Andaman and Nicobar Islands,224852,Null,4994
02-02-2021,Andaman and Nicobar Islands,226584,Null,4994
03-02-2021,Andaman and Nicobar Islands,228290,Null,4994
04-02-2021,Andaman and Nicobar Islands,230133,Null,4994
05-02-2021,Andaman and Nicobar Islands,231633,Null,4997
06-02-2021,Andaman and Nicobar Islands,233597,Null,5000
07-02-2021,Andaman and Nicobar Islands,235072,Null,5001
08-02-2021,Andaman and Nicobar Islands,236643,Null,5005
09-02-2021,Andaman and Nicobar Islands,238339,Null,5007
10-02-2021,Andaman and Nicobar Islands,240362,Null,5007
11-02-2021,Andaman and Nicobar Islands,241833,Null,5007
12-02-2021,Andaman and Nicobar Islands,243631,Null,5007
13-02-2021,Andaman and Nicobar Islands,245745,Null,5009
14-02-2021,Andaman and Nicobar Islands,247289,Null,5009
15-02-2021,Andaman and Nicobar Islands,248562,Null,5009
16-02-2021,Andaman and Nicobar Islands,250037,Null,5013
17-02-2021,Andaman and Nicobar Islands,251774,Null,5014
18-02-2021,Andaman and Nicobar Islands,253718,Null,5014
19-02-2021,Andaman and Nicobar Islands,255675,Null,5014
20-02-2021,Andaman and Nicobar Islands,257213,Null,5014
21-02-2021,Andaman and Nicobar Islands,258773,Null,5014
22-02-2021,Andaman and Nicobar Islands,260324,Null,5015
23-02-2021,Andaman and Nicobar Islands,261719,Null,5016
24-02-2021,Andaman and Nicobar Islands,263090,Null,5016
25-02-2021,Andaman and Nicobar Islands,264369,Null,5016
26-02-2021,Andaman and Nicobar Islands,265852,Null,5017
27-02-2021,Andaman and Nicobar Islands,267209,Null,5018
28-02-2021,Andaman and Nicobar Islands,268499,Null,5020
01-03-2021,Andaman and Nicobar Islands,269799,Null,5020
02-03-2021,Andaman and Nicobar Islands,271193,Null,5020
03-03-2021,Andaman and Nicobar Islands,273010,Null,5022
04-03-2021,Andaman and Nicobar Islands,274849,Null,5024
05-03-2021,Andaman and Nicobar Islands,276471,Null,5024
06-03-2021,Andaman and Nicobar Islands,278437,Null,5024
07-03-2021,Andaman and Nicobar Islands,280041,Null,Null
08-03-2021,Andaman and Nicobar Islands,281955,Null,5026
09-03-2021,Andaman and Nicobar Islands,283492,Null,5028
10-03-2021,Andaman and Nicobar Islands,285087,Null,5028
11-03-2021,Andaman and Nicobar Islands,286505,Null,5028
12-03-2021,Andaman and Nicobar Islands,288197,Null,5029
13-03-2021,Andaman and Nicobar Islands,290341,Null,5030
14-03-2021,Andaman and Nicobar Islands,291842,Null,5031
15-03-2021,Andaman and Nicobar Islands,294094,Null,5031
16-03-2021,Andaman and Nicobar Islands,295827,Null,5032
17-03-2021,Andaman and Nicobar Islands,297433,Null,5035
18-03-2021,Andaman and Nicobar Islands,299048,Null,5036
19-03-2021,Andaman and Nicobar Islands,300892,Null,5038
20-03-2021,Andaman and Nicobar Islands,302566,Null,5038
21-03-2021,Andaman and Nicobar Islands,304391,Null,5039
22-03-2021,Andaman and Nicobar Islands,305778,Null,5039
23-03-2021,Andaman and Nicobar Islands,307255,Null,5039
24-03-2021,Andaman and Nicobar Islands,308812,Null,5041
25-03-2021,Andaman and Nicobar Islands,310615,Null,5042
26-03-2021,Andaman and Nicobar Islands,312378,Null,5043
27-03-2021,Andaman and Nicobar Islands,314309,Null,5044
28-03-2021,Andaman and Nicobar Islands,315818,Null,5046
29-03-2021,Andaman and Nicobar Islands,317137,Null,5052
30-03-2021,Andaman and Nicobar Islands,318382,Null,5081
31-03-2021,Andaman and Nicobar Islands,319864,Null,5083
01-04-2021,Andaman and Nicobar Islands,321456,Null,5084
02-04-2021,Andaman and Nicobar Islands,323001,Null,5084
03-04-2021,Andaman and Nicobar Islands,324207,Null,5098
04-04-2021,Andaman and Nicobar Islands,325826,Null,5109
05-04-2021,Andaman and Nicobar Islands,327270,Null,5116
06-04-2021,Andaman and Nicobar Islands,328737,Null,5123
07-04-2021,Andaman and Nicobar Islands,330481,Null,5131
08-04-2021,Andaman and Nicobar Islands,332119,Null,5149
09-04-2021,Andaman and Nicobar Islands,333671,Null,5161
10-04-2021,Andaman and Nicobar Islands,335784,Null,5175
11-04-2021,Andaman and Nicobar Islands,337833,Null,5190
12-04-2021,Andaman and Nicobar Islands,339482,Null,5201
13-04-2021,Andaman and Nicobar Islands,341557,Null,5209
14-04-2021,Andaman and Nicobar Islands,343431,Null,5247
15-04-2021,Andaman and Nicobar Islands,345485,Null,5262
16-04-2021,Andaman and Nicobar Islands,347489,Null,5289
17-04-2021,Andaman and Nicobar Islands,349739,Null,5331
18-04-2021,Andaman and Nicobar Islands,352086,Null,5390
19-04-2021,Andaman and Nicobar Islands,353754,Null,5421
20-04-2021,Andaman and Nicobar Islands,355507,Null,5466
21-04-2021,Andaman and Nicobar Islands,357442,Null,5490
22-04-2021,Andaman and Nicobar Islands,358903,Null,5527
23-04-2021,Andaman and Nicobar Islands,360595,Null,5569
24-04-2021,Andaman and Nicobar Islands,361594,Null,5614
25-04-2021,Andaman and Nicobar Islands,363056,Null,5665
26-04-2021,Andaman and Nicobar Islands,364735,Null,5716
27-04-2021,Andaman and Nicobar Islands,366683,Null,5764
28-04-2021,Andaman and Nicobar Islands,367689,Null,5816
29-04-2021,Andaman and Nicobar Islands,368945,Null,5875
30-04-2021,Andaman and Nicobar Islands,370896,Null,5949
01-05-2021,Andaman and Nicobar Islands,372214,Null,6046
02-05-2021,Andaman and Nicobar Islands,373007,Null,6084
03-05-2021,Andaman and Nicobar Islands,373785,Null,6150
04-05-2021,Andaman and Nicobar Islands,374428,Null,6181
05-05-2021,Andaman and Nicobar Islands,375095,Null,6223
06-05-2021,Andaman and Nicobar Islands,375477,Null,6255
07-05-2021,Andaman and Nicobar Islands,375967,Null,6311
08-05-2021,Andaman and Nicobar Islands,376536,Null,6341
09-05-2021,Andaman and Nicobar Islands,376933,Null,6367
10-05-2021,Andaman and Nicobar Islands,377293,Null,6398
11-05-2021,Andaman and Nicobar Islands,377516,Null,6426
12-05-2021,Andaman and Nicobar Islands,378060,Null,6470
13-05-2021,Andaman and Nicobar Islands,378462,Null,6510
14-05-2021,Andaman and Nicobar Islands,378887,Null,6542
15-05-2021,Andaman and Nicobar Islands,379096,Null,6568
16-05-2021,Andaman and Nicobar Islands,379674,Null,6603
17-05-2021,Andaman and Nicobar Islands,380102,Null,6638
18-05-2021,Andaman and Nicobar Islands,380395,Null,6674
19-05-2021,Andaman and Nicobar Islands,380853,Null,6709
20-05-2021,Andaman and Nicobar Islands,381349,Null,6758
21-05-2021,Andaman and Nicobar Islands,382015,Null,6789
22-05-2021,Andaman and Nicobar Islands,382640,Null,6820
23-05-2021,Andaman and Nicobar Islands,383265,Null,6844
24-05-2021,Andaman and Nicobar Islands,383396,Null,6853
25-05-2021,Andaman and Nicobar Islands,383727,Null,6878
26-05-2021,Andaman and Nicobar Islands,384188,Null,6901
27-05-2021,Andaman and Nicobar Islands,384528,Null,6917
28-05-2021,Andaman and Nicobar Islands,385020,Null,6936
29-05-2021,Andaman and Nicobar Islands,385564,Null,6964
30-05-2021,Andaman and Nicobar Islands,385988,Null,6984
31-05-2021,Andaman and Nicobar Islands,386613,Null,7005
01-06-2021,Andaman and Nicobar Islands,387348,Null,7018
02-06-2021,Andaman and Nicobar Islands,387871,Null,7043
03-06-2021,Andaman and Nicobar Islands,388486,Null,7070
04-06-2021,Andaman and Nicobar Islands,389152,Null,7088
05-06-2021,Andaman and Nicobar Islands,389785,Null,7105
06-06-2021,Andaman and Nicobar Islands,390574,Null,7119
07-06-2021,Andaman and Nicobar Islands,391273,Null,7131
08-06-2021,Andaman and Nicobar Islands,392095,Null,7154
09-06-2021,Andaman and Nicobar Islands,392974,Null,7168
10-06-2021,Andaman and Nicobar Islands,393692,Null,7197
11-06-2021,Andaman and Nicobar Islands,394822,Null,7233
12-06-2021,Andaman and Nicobar Islands,395624,Null,7243
13-06-2021,Andaman and Nicobar Islands,396534,Null,7261
14-06-2021,Andaman and Nicobar Islands,397190,Null,7269
15-06-2021,Andaman and Nicobar Islands,397953,Null,7280
16-06-2021,Andaman and Nicobar Islands,398852,Null,7306
17-06-2021,Andaman and Nicobar Islands,399580,Null,7335
18-06-2021,Andaman and Nicobar Islands,400211,Null,7363
19-06-2021,Andaman and Nicobar Islands,400997,Null,7394
20-06-2021,Andaman and Nicobar Islands,401769,Null,7406
21-06-2021,Andaman and Nicobar Islands,402629,Null,7415
22-06-2021,Andaman and Nicobar Islands,403616,Null,7425
23-06-2021,Andaman and Nicobar Islands,404494,Null,7438
24-06-2021,Andaman and Nicobar Islands,405197,Null,7440
25-06-2021,Andaman and Nicobar Islands,405887,Null,7441
26-06-2021,Andaman and Nicobar Islands,406529,Null,7446
27-06-2021,Andaman and Nicobar Islands,407488,Null,7455
28-06-2021,Andaman and Nicobar Islands,408220,Null,7462
29-06-2021,Andaman and Nicobar Islands,409212,Null,7466
30-06-2021,Andaman and Nicobar Islands,409890,Null,7467
01-07-2021,Andaman and Nicobar Islands,410741,Null,7469
02-07-2021,Andaman and Nicobar Islands,411442,Null,7475
03-07-2021,Andaman and Nicobar Islands,412361,Null,7478
04-07-2021,Andaman and Nicobar Islands,413316,Null,7482
05-07-2021,Andaman and Nicobar Islands,414166,Null,7482
06-07-2021,Andaman and Nicobar Islands,415066,Null,7487
07-07-2021,Andaman and Nicobar Islands,416065,Null,7491
08-07-2021,Andaman and Nicobar Islands,416815,Null,7492
09-07-2021,Andaman and Nicobar Islands,417598,Null,7492
10-07-2021,Andaman and Nicobar Islands,418550,Null,7492
11-07-2021,Andaman and Nicobar Islands,419287,Null,7492
12-07-2021,Andaman and Nicobar Islands,420157,Null,7493
13-07-2021,Andaman and Nicobar Islands,421108,Null,7496
14-07-2021,Andaman and Nicobar Islands,421940,Null,7499
15-07-2021,Andaman and Nicobar Islands,422876,Null,7501
16-07-2021,Andaman and Nicobar Islands,423910,Null,7505
17-07-2021,Andaman and Nicobar Islands,425268,Null,7506
18-07-2021,Andaman and Nicobar Islands,426511,Null,7510
19-07-2021,Andaman and Nicobar Islands,427711,Null,7516
20-07-2021,Andaman and Nicobar Islands,428751,Null,Null
21-07-2021,Andaman and Nicobar Islands,429739,Null,Null
22-07-2021,Andaman and Nicobar Islands,430415,Null,Null
23-07-2021,Andaman and Nicobar Islands,431486,Null,Null
24-07-2021,Andaman and Nicobar Islands,432627,Null,Null
25-07-2021,Andaman and Nicobar Islands,433596,Null,Null
26-07-2021,Andaman and Nicobar Islands,434929,Null,Null
27-07-2021,Andaman and Nicobar Islands,436240,Null,Null
28-07-2021,Andaman and Nicobar Islands,437301,Null,Null
29-07-2021,Andaman and Nicobar Islands,438456,Null,Null
30-07-2021,Andaman and Nicobar Islands,439639,Null,Null
31-07-2021,Andaman and Nicobar Islands,440870,Null,Null
01-08-2021,Andaman and Nicobar Islands,442063,Null,Null
02-08-2021,Andaman and Nicobar Islands,443192,Null,Null
03-08-2021,Andaman and Nicobar Islands,444838,Null,Null
04-08-2021,Andaman and Nicobar Islands,445987,Null,Null
05-08-2021,Andaman and Nicobar Islands,447339,Null,Null
06-08-2021,Andaman and Nicobar Islands,448882,Null,Null
07-08-2021,Andaman and Nicobar Islands,450208,Null,Null
08-08-2021,Andaman and Nicobar Islands,451415,Null,Null
09-08-2021,Andaman and Nicobar Islands,452587,Null,Null
02-04-2020,Andhra Pradesh,1800,1175,132
10-04-2020,Andhra Pradesh,6374,6009,365
11-04-2020,Andhra Pradesh,6958,6577,381
12-04-2020,Andhra Pradesh,6958,6553,405
13-04-2020,Andhra Pradesh,8755,8323,432
14-04-2020,Andhra Pradesh,10505,10032,473
15-04-2020,Andhra Pradesh,11613,11088,525
16-04-2020,Andhra Pradesh,20235,19701,534
17-04-2020,Andhra Pradesh,20235,Null,572
18-04-2020,Andhra Pradesh,21450,20487,603
19-04-2020,Andhra Pradesh,26958,26311,647
20-04-2020,Andhra Pradesh,30733,30011,722
21-04-2020,Andhra Pradesh,35755,34998,757
22-04-2020,Andhra Pradesh,41512,40699,813
23-04-2020,Andhra Pradesh,48032,47139,893
24-04-2020,Andhra Pradesh,54338,53383,955
25-04-2020,Andhra Pradesh,61266,60250,1016
26-04-2020,Andhra Pradesh,68034,66937,1097
